tile_n16,tile_16,landuse
"Tile(tms_x=38288, tms_y=46570, zoom=16)",2687,n/a
"Tile(tms_x=38267, tms_y=46556, zoom=16)",1547,retail
"Tile(tms_x=43827, tms_y=45424, zoom=16)",32725,residential
"Tile(tms_x=47941, tms_y=44806, zoom=16)",36147,residential
"Tile(tms_x=40406, tms_y=45615, zoom=16)",24283,industrial
"Tile(tms_x=39597, tms_y=45018, zoom=16)",11903,residential
"Tile(tms_x=39604, tms_y=45089, zoom=16)",12745,industrial
"Tile(tms_x=39655, tms_y=45032, zoom=16)",16637,garages
"Tile(tms_x=39632, tms_y=45050, zoom=16)",15222,construction
"Tile(tms_x=39022, tms_y=47173, zoom=16)",6385,grass
"Tile(tms_x=39644, tms_y=45101, zoom=16)",16120,grass
"Tile(tms_x=39646, tms_y=45101, zoom=16)",16247,garages
"Tile(tms_x=39655, tms_y=45102, zoom=16)",16665,residential
"Tile(tms_x=43801, tms_y=45377, zoom=16)",32280,residential
"Tile(tms_x=43792, tms_y=45409, zoom=16)",32006,grass
"Tile(tms_x=43801, tms_y=45379, zoom=16)",32281,residential
"Tile(tms_x=40466, tms_y=46173, zoom=16)",24453,residential
"Tile(tms_x=39608, tms_y=45062, zoom=16)",13139,residential
"Tile(tms_x=39607, tms_y=45061, zoom=16)",13035,residential
"Tile(tms_x=44704, tms_y=45507, zoom=16)",33796,residential
"Tile(tms_x=44711, tms_y=45529, zoom=16)",33915,industrial
"Tile(tms_x=44708, tms_y=45521, zoom=16)",33873,recreation_ground
"Tile(tms_x=44702, tms_y=45506, zoom=16)",33764,residential
"Tile(tms_x=38233, tms_y=46449, zoom=16)",1106,n/a
"Tile(tms_x=38316, tms_y=46466, zoom=16)",4288,grass
"Tile(tms_x=38381, tms_y=46537, zoom=16)",4824,industrial
"Tile(tms_x=43802, tms_y=45373, zoom=16)",32326,residential
"Tile(tms_x=40880, tms_y=42968, zoom=16)",26074,n/a
"Tile(tms_x=40902, tms_y=42976, zoom=16)",26170,allotments
"Tile(tms_x=40881, tms_y=42968, zoom=16)",26083,n/a
"Tile(tms_x=40879, tms_y=42968, zoom=16)",26057,industrial
"Tile(tms_x=40880, tms_y=42966, zoom=16)",26072,n/a
"Tile(tms_x=40880, tms_y=42969, zoom=16)",26075,n/a
"Tile(tms_x=40864, tms_y=42940, zoom=16)",25856,industrial
"Tile(tms_x=40888, tms_y=42974, zoom=16)",26110,industrial
"Tile(tms_x=40879, tms_y=42969, zoom=16)",26058,industrial
"Tile(tms_x=42952, tms_y=44724, zoom=16)",30313,industrial
"Tile(tms_x=42993, tms_y=44750, zoom=16)",30799,n/a
"Tile(tms_x=42993, tms_y=44754, zoom=16)",30800,residential
"Tile(tms_x=42980, tms_y=44747, zoom=16)",30693,residential
"Tile(tms_x=42984, tms_y=44745, zoom=16)",30724,residential
"Tile(tms_x=43815, tms_y=45405, zoom=16)",32646,residential
"Tile(tms_x=43695, tms_y=45748, zoom=16)",31659,n/a
"Tile(tms_x=43815, tms_y=45404, zoom=16)",32645,grass
"Tile(tms_x=43814, tms_y=45403, zoom=16)",32634,construction
"Tile(tms_x=43701, tms_y=45722, zoom=16)",31667,residential
"Tile(tms_x=43820, tms_y=45399, zoom=16)",32691,retail
"Tile(tms_x=43681, tms_y=45764, zoom=16)",31600,industrial
"Tile(tms_x=39604, tms_y=44950, zoom=16)",12675,residential
"Tile(tms_x=40007, tms_y=41599, zoom=16)",22221,n/a
"Tile(tms_x=39073, tms_y=45700, zoom=16)",6618,n/a
"Tile(tms_x=39637, tms_y=45007, zoom=16)",15569,residential
"Tile(tms_x=39643, tms_y=44826, zoom=16)",15998,residential
"Tile(tms_x=38693, tms_y=46557, zoom=16)",5422,n/a
"Tile(tms_x=38694, tms_y=46556, zoom=16)",5423,residential
"Tile(tms_x=40958, tms_y=44238, zoom=16)",26331,garages
"Tile(tms_x=39827, tms_y=44833, zoom=16)",19458,residential
"Tile(tms_x=39832, tms_y=44833, zoom=16)",19512,residential
"Tile(tms_x=39840, tms_y=44826, zoom=16)",19593,residential
"Tile(tms_x=49957, tms_y=43805, zoom=16)",37878,residential
"Tile(tms_x=42046, tms_y=47115, zoom=16)",29580,n/a
"Tile(tms_x=38219, tms_y=46395, zoom=16)",995,residential
"Tile(tms_x=39654, tms_y=45042, zoom=16)",16594,n/a
"Tile(tms_x=43958, tms_y=44849, zoom=16)",33331,commercial
"Tile(tms_x=43904, tms_y=44444, zoom=16)",32851,residential
"Tile(tms_x=43503, tms_y=44299, zoom=16)",31405,n/a
"Tile(tms_x=43950, tms_y=44849, zoom=16)",33238,residential
"Tile(tms_x=43950, tms_y=44848, zoom=16)",33237,residential
"Tile(tms_x=39627, tms_y=45049, zoom=16)",14899,industrial
"Tile(tms_x=39634, tms_y=45048, zoom=16)",15378,residential
"Tile(tms_x=39676, tms_y=45071, zoom=16)",17606,residential
"Tile(tms_x=39674, tms_y=45063, zoom=16)",17542,grass
"Tile(tms_x=39677, tms_y=45072, zoom=16)",17641,garages
"Tile(tms_x=39676, tms_y=45070, zoom=16)",17605,residential
"Tile(tms_x=38281, tms_y=46504, zoom=16)",2181,grass
"Tile(tms_x=43792, tms_y=45452, zoom=16)",32016,n/a
"Tile(tms_x=40751, tms_y=45241, zoom=16)",25100,residential
"Tile(tms_x=40776, tms_y=45228, zoom=16)",25488,residential
"Tile(tms_x=40750, tms_y=45242, zoom=16)",25077,residential
"Tile(tms_x=40749, tms_y=45209, zoom=16)",25048,residential
"Tile(tms_x=40746, tms_y=45204, zoom=16)",25009,construction
"Tile(tms_x=40748, tms_y=45204, zoom=16)",25033,residential
"Tile(tms_x=40747, tms_y=45240, zoom=16)",25027,residential
"Tile(tms_x=40751, tms_y=45242, zoom=16)",25101,residential
"Tile(tms_x=40758, tms_y=45231, zoom=16)",25221,construction
"Tile(tms_x=40036, tms_y=41559, zoom=16)",22875,residential
"Tile(tms_x=40896, tms_y=41468, zoom=16)",26148,forest
"Tile(tms_x=39660, tms_y=45129, zoom=16)",16940,residential
"Tile(tms_x=39658, tms_y=45128, zoom=16)",16823,residential
"Tile(tms_x=39657, tms_y=45132, zoom=16)",16762,residential
"Tile(tms_x=39656, tms_y=45132, zoom=16)",16716,residential
"Tile(tms_x=39660, tms_y=45127, zoom=16)",16938,residential
"Tile(tms_x=38597, tms_y=44747, zoom=16)",5168,garages
"Tile(tms_x=38601, tms_y=44746, zoom=16)",5220,garages
"Tile(tms_x=38603, tms_y=44742, zoom=16)",5245,industrial
"Tile(tms_x=38601, tms_y=44733, zoom=16)",5211,residential
"Tile(tms_x=38598, tms_y=44746, zoom=16)",5178,residential
"Tile(tms_x=38607, tms_y=44736, zoom=16)",5273,residential
"Tile(tms_x=38611, tms_y=44733, zoom=16)",5299,residential
"Tile(tms_x=38593, tms_y=44746, zoom=16)",5131,residential
"Tile(tms_x=38634, tms_y=44687, zoom=16)",5341,n/a
"Tile(tms_x=38599, tms_y=44741, zoom=16)",5190,residential
"Tile(tms_x=38560, tms_y=44741, zoom=16)",5094,residential
"Tile(tms_x=38607, tms_y=44733, zoom=16)",5270,residential
"Tile(tms_x=38601, tms_y=44730, zoom=16)",5209,garages
"Tile(tms_x=38601, tms_y=44745, zoom=16)",5219,residential
"Tile(tms_x=39351, tms_y=43831, zoom=16)",7481,residential
"Tile(tms_x=39352, tms_y=43831, zoom=16)",7490,residential
"Tile(tms_x=39352, tms_y=43806, zoom=16)",7485,grass
"Tile(tms_x=39353, tms_y=43806, zoom=16)",7497,brownfield
"Tile(tms_x=40668, tms_y=45203, zoom=16)",24751,grass
"Tile(tms_x=39687, tms_y=45013, zoom=16)",17944,residential
"Tile(tms_x=39610, tms_y=44999, zoom=16)",13312,n/a
"Tile(tms_x=39688, tms_y=45012, zoom=16)",17964,residential
"Tile(tms_x=39607, tms_y=45020, zoom=16)",12996,grass
"Tile(tms_x=39609, tms_y=45078, zoom=16)",13262,residential
"Tile(tms_x=39645, tms_y=45108, zoom=16)",16188,industrial
"Tile(tms_x=39645, tms_y=45110, zoom=16)",16190,n/a
"Tile(tms_x=39997, tms_y=42560, zoom=16)",21904,residential
"Tile(tms_x=39615, tms_y=45092, zoom=16)",13923,garages
"Tile(tms_x=39984, tms_y=42540, zoom=16)",21633,residential
"Tile(tms_x=39616, tms_y=45092, zoom=16)",14024,residential
"Tile(tms_x=39831, tms_y=44829, zoom=16)",19500,industrial
"Tile(tms_x=39998, tms_y=42565, zoom=16)",21963,residential
"Tile(tms_x=40012, tms_y=42547, zoom=16)",22363,residential
"Tile(tms_x=39604, tms_y=44928, zoom=16)",12666,residential
"Tile(tms_x=39575, tms_y=45093, zoom=16)",10309,residential
"Tile(tms_x=39574, tms_y=45094, zoom=16)",10257,residential
"Tile(tms_x=39571, tms_y=45093, zoom=16)",10123,residential
"Tile(tms_x=38971, tms_y=41953, zoom=16)",5938,residential
"Tile(tms_x=39599, tms_y=44977, zoom=16)",12115,residential
"Tile(tms_x=43793, tms_y=45395, zoom=16)",32028,grass
"Tile(tms_x=39601, tms_y=44979, zoom=16)",12365,residential
"Tile(tms_x=43791, tms_y=45032, zoom=16)",31962,residential
"Tile(tms_x=39682, tms_y=45105, zoom=16)",17802,grass
"Tile(tms_x=43817, tms_y=45051, zoom=16)",32660,grass
"Tile(tms_x=43814, tms_y=45049, zoom=16)",32627,grass
"Tile(tms_x=39716, tms_y=44843, zoom=16)",18499,n/a
"Tile(tms_x=39903, tms_y=41998, zoom=16)",20813,cemetery
"Tile(tms_x=39601, tms_y=44927, zoom=16)",12347,residential
"Tile(tms_x=40755, tms_y=45195, zoom=16)",25176,n/a
"Tile(tms_x=40766, tms_y=45230, zoom=16)",25332,n/a
"Tile(tms_x=39980, tms_y=42539, zoom=16)",21561,n/a
"Tile(tms_x=39979, tms_y=42540, zoom=16)",21539,industrial
"Tile(tms_x=39981, tms_y=42539, zoom=16)",21584,residential
"Tile(tms_x=39983, tms_y=42539, zoom=16)",21615,allotments
"Tile(tms_x=42809, tms_y=43838, zoom=16)",30130,grass
"Tile(tms_x=42811, tms_y=43834, zoom=16)",30134,residential
"Tile(tms_x=42803, tms_y=43839, zoom=16)",30118,grass
"Tile(tms_x=42809, tms_y=43840, zoom=16)",30131,grass
"Tile(tms_x=42806, tms_y=43822, zoom=16)",30122,retail
"Tile(tms_x=38311, tms_y=46517, zoom=16)",4100,residential
"Tile(tms_x=39559, tms_y=45006, zoom=16)",9672,residential
"Tile(tms_x=39559, tms_y=45007, zoom=16)",9673,residential
"Tile(tms_x=38306, tms_y=46443, zoom=16)",3852,residential
"Tile(tms_x=38310, tms_y=46395, zoom=16)",4032,n/a
"Tile(tms_x=38175, tms_y=46577, zoom=16)",770,n/a
"Tile(tms_x=39439, tms_y=44865, zoom=16)",8300,residential
"Tile(tms_x=39602, tms_y=44979, zoom=16)",12480,residential
"Tile(tms_x=39600, tms_y=45027, zoom=16)",12267,residential
"Tile(tms_x=39611, tms_y=45036, zoom=16)",13454,residential
"Tile(tms_x=39598, tms_y=45026, zoom=16)",12015,grass
"Tile(tms_x=39535, tms_y=44998, zoom=16)",9131,residential
"Tile(tms_x=39597, tms_y=45032, zoom=16)",11913,grass
"Tile(tms_x=39592, tms_y=45028, zoom=16)",11425,residential
"Tile(tms_x=41895, tms_y=44345, zoom=16)",28868,allotments
"Tile(tms_x=39645, tms_y=45039, zoom=16)",16166,residential
"Tile(tms_x=39664, tms_y=45024, zoom=16)",17104,industrial
"Tile(tms_x=39644, tms_y=45040, zoom=16)",16103,residential
"Tile(tms_x=39642, tms_y=45040, zoom=16)",15967,grass
"Tile(tms_x=39660, tms_y=45014, zoom=16)",16901,n/a
"Tile(tms_x=46121, tms_y=46981, zoom=16)",34479,n/a
"Tile(tms_x=46116, tms_y=46982, zoom=16)",34425,n/a
"Tile(tms_x=39974, tms_y=44700, zoom=16)",21483,forest
"Tile(tms_x=39586, tms_y=45067, zoom=16)",10986,grass
"Tile(tms_x=39645, tms_y=41883, zoom=16)",16133,n/a
"Tile(tms_x=39645, tms_y=41881, zoom=16)",16131,grass
"Tile(tms_x=39957, tms_y=44040, zoom=16)",21216,reservoir
"Tile(tms_x=40768, tms_y=45202, zoom=16)",25365,residential
"Tile(tms_x=40769, tms_y=45201, zoom=16)",25384,residential
"Tile(tms_x=43961, tms_y=44840, zoom=16)",33348,residential
"Tile(tms_x=43961, tms_y=44839, zoom=16)",33347,residential
"Tile(tms_x=39982, tms_y=42546, zoom=16)",21606,grass
"Tile(tms_x=40033, tms_y=42696, zoom=16)",22814,industrial
"Tile(tms_x=40001, tms_y=42549, zoom=16)",22053,residential
"Tile(tms_x=39980, tms_y=42545, zoom=16)",21565,allotments
"Tile(tms_x=40025, tms_y=42557, zoom=16)",22639,grass
"Tile(tms_x=39980, tms_y=42542, zoom=16)",21564,garages
"Tile(tms_x=39980, tms_y=42540, zoom=16)",21562,garages
"Tile(tms_x=39995, tms_y=42544, zoom=16)",21835,residential
"Tile(tms_x=39980, tms_y=42560, zoom=16)",21568,residential
"Tile(tms_x=39876, tms_y=43809, zoom=16)",20388,n/a
"Tile(tms_x=39879, tms_y=43786, zoom=16)",20433,farmland
"Tile(tms_x=39894, tms_y=43783, zoom=16)",20644,residential
"Tile(tms_x=39890, tms_y=43784, zoom=16)",20579,grass
"Tile(tms_x=39896, tms_y=43782, zoom=16)",20672,residential
"Tile(tms_x=39891, tms_y=43784, zoom=16)",20597,residential
"Tile(tms_x=39901, tms_y=43792, zoom=16)",20774,grass
"Tile(tms_x=39898, tms_y=43802, zoom=16)",20711,grass
"Tile(tms_x=38355, tms_y=47141, zoom=16)",4758,cemetery
"Tile(tms_x=39594, tms_y=45078, zoom=16)",11650,residential
"Tile(tms_x=39652, tms_y=45065, zoom=16)",16513,residential
"Tile(tms_x=39650, tms_y=45063, zoom=16)",16418,residential
"Tile(tms_x=39588, tms_y=45080, zoom=16)",11124,n/a
"Tile(tms_x=39615, tms_y=45017, zoom=16)",13869,residential
"Tile(tms_x=39555, tms_y=44942, zoom=16)",9523,residential
"Tile(tms_x=39652, tms_y=45064, zoom=16)",16512,residential
"Tile(tms_x=39650, tms_y=45062, zoom=16)",16417,residential
"Tile(tms_x=39646, tms_y=45059, zoom=16)",16239,meadow
"Tile(tms_x=38987, tms_y=45680, zoom=16)",6021,industrial
"Tile(tms_x=39707, tms_y=44231, zoom=16)",18312,n/a
"Tile(tms_x=39700, tms_y=44232, zoom=16)",18179,n/a
"Tile(tms_x=43803, tms_y=45406, zoom=16)",32391,grass
"Tile(tms_x=43816, tms_y=45373, zoom=16)",32650,residential
"Tile(tms_x=43816, tms_y=45375, zoom=16)",32651,residential
"Tile(tms_x=38221, tms_y=46535, zoom=16)",1023,residential
"Tile(tms_x=38266, tms_y=46452, zoom=16)",1507,residential
"Tile(tms_x=38274, tms_y=46479, zoom=16)",1794,grass
"Tile(tms_x=38265, tms_y=46449, zoom=16)",1484,grass
"Tile(tms_x=38340, tms_y=46406, zoom=16)",4634,n/a
"Tile(tms_x=38315, tms_y=46452, zoom=16)",4235,garages
"Tile(tms_x=38306, tms_y=46498, zoom=16)",3884,residential
"Tile(tms_x=38303, tms_y=46450, zoom=16)",3670,grass
"Tile(tms_x=38314, tms_y=46479, zoom=16)",4209,grass
"Tile(tms_x=38298, tms_y=46480, zoom=16)",3359,residential
"Tile(tms_x=38301, tms_y=46498, zoom=16)",3571,construction
"Tile(tms_x=40663, tms_y=45196, zoom=16)",24738,n/a
"Tile(tms_x=44705, tms_y=45498, zoom=16)",33814,retail
"Tile(tms_x=44704, tms_y=45516, zoom=16)",33803,grass
"Tile(tms_x=44658, tms_y=44950, zoom=16)",33596,residential
"Tile(tms_x=44702, tms_y=45499, zoom=16)",33757,grass
"Tile(tms_x=40986, tms_y=44553, zoom=16)",26455,n/a
"Tile(tms_x=40994, tms_y=44552, zoom=16)",26521,n/a
"Tile(tms_x=40992, tms_y=44550, zoom=16)",26500,grass
"Tile(tms_x=40977, tms_y=44557, zoom=16)",26402,residential
"Tile(tms_x=51740, tms_y=43967, zoom=16)",38100,industrial
"Tile(tms_x=51747, tms_y=43963, zoom=16)",38132,residential
"Tile(tms_x=51765, tms_y=43964, zoom=16)",38297,residential
"Tile(tms_x=51747, tms_y=43968, zoom=16)",38135,residential
"Tile(tms_x=51765, tms_y=43975, zoom=16)",38302,residential
"Tile(tms_x=38301, tms_y=46469, zoom=16)",3560,industrial
"Tile(tms_x=51756, tms_y=43967, zoom=16)",38216,residential
"Tile(tms_x=40223, tms_y=45447, zoom=16)",23778,industrial
"Tile(tms_x=38302, tms_y=46518, zoom=16)",3646,residential
"Tile(tms_x=38304, tms_y=46519, zoom=16)",3778,residential
"Tile(tms_x=47860, tms_y=44826, zoom=16)",35494,residential
"Tile(tms_x=47677, tms_y=44608, zoom=16)",35198,residential
"Tile(tms_x=47860, tms_y=44825, zoom=16)",35493,residential
"Tile(tms_x=47857, tms_y=44824, zoom=16)",35399,residential
"Tile(tms_x=47886, tms_y=44803, zoom=16)",35938,residential
"Tile(tms_x=46124, tms_y=46970, zoom=16)",34516,residential
"Tile(tms_x=46125, tms_y=46970, zoom=16)",34544,grass
"Tile(tms_x=43844, tms_y=45295, zoom=16)",32813,industrial
"Tile(tms_x=40796, tms_y=45239, zoom=16)",25701,residential
"Tile(tms_x=36498, tms_y=44715, zoom=16)",149,industrial
"Tile(tms_x=56383, tms_y=47285, zoom=16)",38449,allotments
"Tile(tms_x=40737, tms_y=44929, zoom=16)",24952,residential
"Tile(tms_x=39461, tms_y=45360, zoom=16)",8515,residential
"Tile(tms_x=40301, tms_y=44104, zoom=16)",24067,grass
"Tile(tms_x=39611, tms_y=45062, zoom=16)",13478,grass
"Tile(tms_x=39972, tms_y=44073, zoom=16)",21447,n/a
"Tile(tms_x=39980, tms_y=44062, zoom=16)",21572,residential
"Tile(tms_x=39602, tms_y=45095, zoom=16)",12544,grass
"Tile(tms_x=39634, tms_y=45099, zoom=16)",15403,residential
"Tile(tms_x=39584, tms_y=45081, zoom=16)",10850,residential
"Tile(tms_x=47889, tms_y=44729, zoom=16)",35963,commercial
"Tile(tms_x=47888, tms_y=44728, zoom=16)",35953,forest
"Tile(tms_x=47897, tms_y=44732, zoom=16)",36066,residential
"Tile(tms_x=48238, tms_y=45295, zoom=16)",36527,forest
"Tile(tms_x=47887, tms_y=44728, zoom=16)",35941,grass
"Tile(tms_x=47889, tms_y=44728, zoom=16)",35962,residential
"Tile(tms_x=39744, tms_y=44971, zoom=16)",18825,residential
"Tile(tms_x=39704, tms_y=45010, zoom=16)",18267,residential
"Tile(tms_x=39622, tms_y=45032, zoom=16)",14483,residential
"Tile(tms_x=44047, tms_y=45388, zoom=16)",33485,n/a
"Tile(tms_x=51756, tms_y=43955, zoom=16)",38210,residential
"Tile(tms_x=39640, tms_y=41887, zoom=16)",15770,n/a
"Tile(tms_x=38339, tms_y=46407, zoom=16)",4624,n/a
"Tile(tms_x=39347, tms_y=44189, zoom=16)",7424,grass
"Tile(tms_x=39622, tms_y=45079, zoom=16)",14520,grass
"Tile(tms_x=38279, tms_y=46471, zoom=16)",2053,industrial
"Tile(tms_x=38278, tms_y=46467, zoom=16)",1997,residential
"Tile(tms_x=40470, tms_y=46357, zoom=16)",24456,n/a
"Tile(tms_x=46135, tms_y=44803, zoom=16)",34798,residential
"Tile(tms_x=46117, tms_y=44822, zoom=16)",34435,n/a
"Tile(tms_x=45852, tms_y=45256, zoom=16)",34158,n/a
"Tile(tms_x=46128, tms_y=44802, zoom=16)",34635,grass
"Tile(tms_x=43689, tms_y=46369, zoom=16)",31649,landfill
"Tile(tms_x=39422, tms_y=43503, zoom=16)",8055,residential
"Tile(tms_x=39480, tms_y=45099, zoom=16)",8655,grass
"Tile(tms_x=38302, tms_y=46409, zoom=16)",3595,grass
"Tile(tms_x=38301, tms_y=46409, zoom=16)",3534,grass
"Tile(tms_x=38291, tms_y=46391, zoom=16)",2856,n/a
"Tile(tms_x=38297, tms_y=46428, zoom=16)",3267,farmland
"Tile(tms_x=38303, tms_y=46409, zoom=16)",3662,residential
"Tile(tms_x=43799, tms_y=45393, zoom=16)",32207,residential
"Tile(tms_x=41035, tms_y=42713, zoom=16)",26582,farmland
"Tile(tms_x=40782, tms_y=45235, zoom=16)",25576,residential
"Tile(tms_x=40625, tms_y=46907, zoom=16)",24671,residential
"Tile(tms_x=39409, tms_y=44874, zoom=16)",7971,residential
"Tile(tms_x=41775, tms_y=44332, zoom=16)",28397,residential
"Tile(tms_x=46139, tms_y=44803, zoom=16)",34875,industrial
"Tile(tms_x=41771, tms_y=44333, zoom=16)",28384,residential
"Tile(tms_x=41744, tms_y=44345, zoom=16)",28266,grass
"Tile(tms_x=41775, tms_y=44335, zoom=16)",28399,residential
"Tile(tms_x=39594, tms_y=45085, zoom=16)",11657,residential
"Tile(tms_x=39622, tms_y=45050, zoom=16)",14497,residential
"Tile(tms_x=39661, tms_y=45055, zoom=16)",16978,garages
"Tile(tms_x=39671, tms_y=45155, zoom=16)",17424,residential
"Tile(tms_x=39593, tms_y=45225, zoom=16)",11577,n/a
"Tile(tms_x=46625, tms_y=46886, zoom=16)",35040,residential
"Tile(tms_x=39712, tms_y=45167, zoom=16)",18434,residential
"Tile(tms_x=39656, tms_y=45133, zoom=16)",16717,residential
"Tile(tms_x=39696, tms_y=45112, zoom=16)",18100,residential
"Tile(tms_x=39695, tms_y=45112, zoom=16)",18079,residential
"Tile(tms_x=39708, tms_y=45160, zoom=16)",18343,residential
"Tile(tms_x=44005, tms_y=44887, zoom=16)",33453,residential
"Tile(tms_x=41909, tms_y=44268, zoom=16)",29079,residential
"Tile(tms_x=39435, tms_y=44836, zoom=16)",8261,grass
"Tile(tms_x=41909, tms_y=44267, zoom=16)",29078,grass
"Tile(tms_x=39686, tms_y=45012, zoom=16)",17918,residential
"Tile(tms_x=41150, tms_y=43748, zoom=16)",26912,grass
"Tile(tms_x=40987, tms_y=44554, zoom=16)",26464,residential
"Tile(tms_x=41005, tms_y=44540, zoom=16)",26563,n/a
"Tile(tms_x=41000, tms_y=44545, zoom=16)",26541,residential
"Tile(tms_x=38094, tms_y=45534, zoom=16)",662,n/a
"Tile(tms_x=40149, tms_y=48288, zoom=16)",23549,grass
"Tile(tms_x=39737, tms_y=42405, zoom=16)",18767,residential
"Tile(tms_x=39907, tms_y=42212, zoom=16)",20882,grass
"Tile(tms_x=39610, tms_y=45096, zoom=16)",13387,grass
"Tile(tms_x=39722, tms_y=45082, zoom=16)",18584,residential
"Tile(tms_x=39716, tms_y=45066, zoom=16)",18503,residential
"Tile(tms_x=39683, tms_y=45025, zoom=16)",17824,forest
"Tile(tms_x=39582, tms_y=44984, zoom=16)",10715,residential
"Tile(tms_x=39567, tms_y=44971, zoom=16)",9937,farmland
"Tile(tms_x=39868, tms_y=41980, zoom=16)",20187,grass
"Tile(tms_x=38410, tms_y=46470, zoom=16)",4879,residential
"Tile(tms_x=39567, tms_y=44973, zoom=16)",9939,n/a
"Tile(tms_x=39552, tms_y=45022, zoom=16)",9454,industrial
"Tile(tms_x=41271, tms_y=44777, zoom=16)",27055,n/a
"Tile(tms_x=39448, tms_y=44973, zoom=16)",8373,residential
"Tile(tms_x=39585, tms_y=45028, zoom=16)",10897,industrial
"Tile(tms_x=43018, tms_y=45806, zoom=16)",31126,residential
"Tile(tms_x=43018, tms_y=45807, zoom=16)",31127,allotments
"Tile(tms_x=43017, tms_y=45807, zoom=16)",31111,residential
"Tile(tms_x=43015, tms_y=45803, zoom=16)",31081,construction
"Tile(tms_x=39682, tms_y=46191, zoom=16)",17808,grass
"Tile(tms_x=40777, tms_y=45228, zoom=16)",25508,residential
"Tile(tms_x=39630, tms_y=45025, zoom=16)",15072,residential
"Tile(tms_x=39629, tms_y=45023, zoom=16)",15005,residential
"Tile(tms_x=40751, tms_y=45202, zoom=16)",25085,residential
"Tile(tms_x=39666, tms_y=45070, zoom=16)",17209,residential
"Tile(tms_x=39581, tms_y=45083, zoom=16)",10689,residential
"Tile(tms_x=39596, tms_y=45041, zoom=16)",11819,n/a
"Tile(tms_x=47878, tms_y=44803, zoom=16)",35888,residential
"Tile(tms_x=47861, tms_y=44816, zoom=16)",35516,grass
"Tile(tms_x=39602, tms_y=45022, zoom=16)",12504,garages
"Tile(tms_x=39657, tms_y=45011, zoom=16)",16730,residential
"Tile(tms_x=39027, tms_y=47165, zoom=16)",6463,construction
"Tile(tms_x=39037, tms_y=47162, zoom=16)",6557,residential
"Tile(tms_x=39016, tms_y=47180, zoom=16)",6268,residential
"Tile(tms_x=39020, tms_y=47178, zoom=16)",6342,grass
"Tile(tms_x=38898, tms_y=47443, zoom=16)",5830,n/a
"Tile(tms_x=39705, tms_y=44999, zoom=16)",18283,industrial
"Tile(tms_x=39569, tms_y=45059, zoom=16)",10039,residential
"Tile(tms_x=39030, tms_y=47169, zoom=16)",6503,residential
"Tile(tms_x=39579, tms_y=45047, zoom=16)",10548,grass
"Tile(tms_x=39606, tms_y=45021, zoom=16)",12895,grass
"Tile(tms_x=39603, tms_y=45022, zoom=16)",12601,grass
"Tile(tms_x=39679, tms_y=45019, zoom=16)",17693,residential
"Tile(tms_x=60218, tms_y=46345, zoom=16)",38733,n/a
"Tile(tms_x=39867, tms_y=41998, zoom=16)",20158,grass
"Tile(tms_x=40070, tms_y=42596, zoom=16)",23181,grass
"Tile(tms_x=39905, tms_y=43793, zoom=16)",20860,residential
"Tile(tms_x=43777, tms_y=45388, zoom=16)",31828,residential
"Tile(tms_x=43793, tms_y=45408, zoom=16)",32037,grass
"Tile(tms_x=43777, tms_y=45387, zoom=16)",31827,residential
"Tile(tms_x=43785, tms_y=45419, zoom=16)",31887,n/a
"Tile(tms_x=43789, tms_y=45398, zoom=16)",31928,retail
"Tile(tms_x=43091, tms_y=45812, zoom=16)",31213,n/a
"Tile(tms_x=39632, tms_y=45067, zoom=16)",15236,residential
